temperature_2m (°C),rain (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),wind_speed_10m (km/h),weather_description,datetime,year_month,day,week,hour
13.0,0.0,0.0,0.0,0,4.0,Fair,2023-06-16 13:00:00,2023-06,16,Friday,13
12.7,0.0,0.0,0.0,0,2.4,Fair,2023-06-16 14:00:00,2023-06,16,Friday,14
9.5,0.0,0.0,0.0,0,2.2,Fair,2023-06-16 15:00:00,2023-06,16,Friday,15
4.7,0.0,0.0,0.0,1,4.2,Mainly Clear,2023-06-16 16:00:00,2023-06,16,Friday,16
3.4,0.0,0.0,0.0,1,3.8,Mainly Clear,2023-06-16 17:00:00,2023-06,16,Friday,17
2.4,0.0,0.0,0.0,1,3.7,Mainly Clear,2023-06-16 18:00:00,2023-06,16,Friday,18
1.9,0.0,0.0,0.0,1,4.5,Mainly Clear,2023-06-16 19:00:00,2023-06,16,Friday,19
1.8,0.0,0.0,0.0,2,4.8,Partly Cloudy,2023-06-16 20:00:00,2023-06,16,Friday,20
2.1,0.0,0.0,0.0,3,5.2,Overcast,2023-06-16 21:00:00,2023-06,16,Friday,21
2.5,0.0,0.0,0.0,3,5.6,Overcast,2023-06-16 22:00:00,2023-06,16,Friday,22
2.9,0.2,0.0,0.0,51,6.1,Light Drizzle,2023-06-16 23:00:00,2023-06,16,Friday,23
2.8,0.0,0.0,0.0,1,4.7,Mainly Clear,2023-06-17 00:00:00,2023-06,17,Saturday,0
4.6,0.0,0.0,0.0,2,6.3,Partly Cloudy,2023-06-17 01:00:00,2023-06,17,Saturday,1
6.6,0.0,0.0,0.0,3,6.6,Overcast,2023-06-17 02:00:00,2023-06,17,Saturday,2
7.9,0.3,0.0,0.0,51,8.0,Light Drizzle,2023-06-17 03:00:00,2023-06,17,Saturday,3
8.8,1.6,0.0,0.0,61,10.1,Light Rain,2023-06-17 04:00:00,2023-06,17,Saturday,4
11.4,0.0,0.0,0.0,3,9.1,Overcast,2023-06-17 05:00:00,2023-06,17,Saturday,5
13.0,0.1,0.0,0.0,51,9.4,Light Drizzle,2023-06-17 06:00:00,2023-06,17,Saturday,6
14.5,0.0,0.0,0.0,0,5.9,Fair,2023-06-17 07:00:00,2023-06,17,Saturday,7
15.2,0.2,0.0,0.0,51,7.9,Light Drizzle,2023-06-17 08:00:00,2023-06,17,Saturday,8
14.9,0.0,0.0,0.0,1,8.4,Mainly Clear,2023-06-17 09:00:00,2023-06,17,Saturday,9
14.2,0.1,0.0,0.0,51,8.9,Light Drizzle,2023-06-17 10:00:00,2023-06,17,Saturday,10
14.3,0.0,0.0,0.0,0,8.2,Fair,2023-06-17 11:00:00,2023-06,17,Saturday,11
13.6,0.0,0.0,0.0,0,7.9,Fair,2023-06-17 12:00:00,2023-06,17,Saturday,12
13.0,0.0,0.0,0.0,0,2.9,Fair,2023-06-17 13:00:00,2023-06,17,Saturday,13
11.0,0.0,0.0,0.0,0,3.1,Fair,2023-06-17 14:00:00,2023-06,17,Saturday,14
5.6,0.0,0.0,0.0,0,5.4,Fair,2023-06-17 15:00:00,2023-06,17,Saturday,15
4.3,0.0,0.0,0.0,0,5.2,Fair,2023-06-17 16:00:00,2023-06,17,Saturday,16
3.2,0.0,0.0,0.0,1,4.7,Mainly Clear,2023-06-17 17:00:00,2023-06,17,Saturday,17
2.3,0.0,0.0,0.0,1,5.0,Mainly Clear,2023-06-17 18:00:00,2023-06,17,Saturday,18
1.9,0.0,0.0,0.0,1,5.4,Mainly Clear,2023-06-17 19:00:00,2023-06,17,Saturday,19
1.7,0.0,0.0,0.0,1,5.4,Mainly Clear,2023-06-17 20:00:00,2023-06,17,Saturday,20
1.9,0.0,0.0,0.0,1,5.8,Mainly Clear,2023-06-17 21:00:00,2023-06,17,Saturday,21
1.7,0.0,0.0,0.0,0,5.8,Fair,2023-06-17 22:00:00,2023-06,17,Saturday,22
1.0,0.0,0.0,0.0,0,6.2,Fair,2023-06-17 23:00:00,2023-06,17,Saturday,23
1.2,0.0,0.0,0.0,0,6.5,Fair,2023-06-18 00:00:00,2023-06,18,Sunday,0
3.6,0.0,0.0,0.0,0,8.7,Fair,2023-06-18 01:00:00,2023-06,18,Sunday,1
9.1,0.0,0.0,0.0,0,8.5,Fair,2023-06-18 02:00:00,2023-06,18,Sunday,2
12.8,0.0,0.0,0.0,1,7.0,Mainly Clear,2023-06-18 03:00:00,2023-06,18,Sunday,3
14.6,0.0,0.0,0.0,1,4.9,Mainly Clear,2023-06-18 04:00:00,2023-06,18,Sunday,4
15.4,0.0,0.0,0.0,1,6.2,Mainly Clear,2023-06-18 05:00:00,2023-06,18,Sunday,5
15.6,0.5,0.0,0.0,53,4.9,Moderate Drizzle,2023-06-18 06:00:00,2023-06,18,Sunday,6
12.6,2.2,0.0,0.0,61,11.3,Light Rain,2023-06-18 07:00:00,2023-06,18,Sunday,7
12.7,0.7,0.0,0.0,53,5.2,Moderate Drizzle,2023-06-18 08:00:00,2023-06,18,Sunday,8
13.0,0.9,0.0,0.0,53,7.9,Moderate Drizzle,2023-06-18 09:00:00,2023-06,18,Sunday,9
14.0,0.0,0.0,0.0,1,6.4,Mainly Clear,2023-06-18 10:00:00,2023-06,18,Sunday,10
10.4,1.4,0.0,0.0,61,6.1,Light Rain,2023-06-18 11:00:00,2023-06,18,Sunday,11
13.4,0.0,0.0,0.0,1,3.8,Mainly Clear,2023-06-18 12:00:00,2023-06,18,Sunday,12
11.7,0.0,0.0,0.0,1,3.6,Mainly Clear,2023-06-18 13:00:00,2023-06,18,Sunday,13
9.5,0.7,0.0,0.0,53,5.2,Moderate Drizzle,2023-06-18 14:00:00,2023-06,18,Sunday,14
6.7,0.0,0.0,0.0,2,4.5,Partly Cloudy,2023-06-18 15:00:00,2023-06,18,Sunday,15
5.4,0.0,0.0,0.0,1,5.0,Mainly Clear,2023-06-18 16:00:00,2023-06,18,Sunday,16
3.9,0.0,0.0,0.0,2,4.7,Partly Cloudy,2023-06-18 17:00:00,2023-06,18,Sunday,17
3.4,0.0,0.0,0.0,3,4.6,Overcast,2023-06-18 18:00:00,2023-06,18,Sunday,18
3.9,0.0,0.0,0.0,3,6.5,Overcast,2023-06-18 19:00:00,2023-06,18,Sunday,19
3.2,0.0,0.0,0.0,1,6.2,Mainly Clear,2023-06-18 20:00:00,2023-06,18,Sunday,20
2.5,0.0,0.0,0.0,3,6.0,Overcast,2023-06-18 21:00:00,2023-06,18,Sunday,21
2.0,0.0,0.0,0.0,1,5.7,Mainly Clear,2023-06-18 22:00:00,2023-06,18,Sunday,22
1.6,0.0,0.0,0.0,2,4.2,Partly Cloudy,2023-06-18 23:00:00,2023-06,18,Sunday,23
2.3,0.9,0.0,0.0,53,8.0,Moderate Drizzle,2023-06-19 00:00:00,2023-06,19,Monday,0
4.1,0.0,0.0,0.0,2,9.8,Partly Cloudy,2023-06-19 01:00:00,2023-06,19,Monday,1
7.7,0.0,0.0,0.0,1,6.4,Mainly Clear,2023-06-19 02:00:00,2023-06,19,Monday,2
9.8,0.2,0.0,0.0,51,6.3,Light Drizzle,2023-06-19 03:00:00,2023-06,19,Monday,3
12.0,0.0,0.0,0.0,1,7.6,Mainly Clear,2023-06-19 04:00:00,2023-06,19,Monday,4
13.4,0.7,0.0,0.0,53,9.2,Moderate Drizzle,2023-06-19 05:00:00,2023-06,19,Monday,5
13.7,0.3,0.0,0.0,51,8.4,Light Drizzle,2023-06-19 06:00:00,2023-06,19,Monday,6
11.7,1.5,0.0,0.0,61,7.9,Light Rain,2023-06-19 07:00:00,2023-06,19,Monday,7
12.5,0.6,0.0,0.0,53,10.7,Moderate Drizzle,2023-06-19 08:00:00,2023-06,19,Monday,8
11.9,0.0,0.0,0.0,2,7.1,Partly Cloudy,2023-06-19 09:00:00,2023-06,19,Monday,9
13.7,0.0,0.0,0.0,1,8.7,Mainly Clear,2023-06-19 10:00:00,2023-06,19,Monday,10
12.3,0.3,0.0,0.0,51,9.4,Light Drizzle,2023-06-19 11:00:00,2023-06,19,Monday,11
12.9,0.0,0.0,0.0,1,5.5,Mainly Clear,2023-06-19 12:00:00,2023-06,19,Monday,12
12.0,0.3,0.0,0.0,51,3.7,Light Drizzle,2023-06-19 13:00:00,2023-06,19,Monday,13
10.3,0.2,0.0,0.0,51,2.5,Light Drizzle,2023-06-19 14:00:00,2023-06,19,Monday,14
6.3,0.0,0.0,0.0,1,5.3,Mainly Clear,2023-06-19 15:00:00,2023-06,19,Monday,15
5.2,0.0,0.0,0.0,3,5.2,Overcast,2023-06-19 16:00:00,2023-06,19,Monday,16
6.3,0.0,0.0,0.0,2,4.8,Partly Cloudy,2023-06-19 17:00:00,2023-06,19,Monday,17
4.3,0.0,0.0,0.0,2,6.4,Partly Cloudy,2023-06-19 18:00:00,2023-06,19,Monday,18
4.2,1.0,0.0,0.0,55,4.4,Dense Drizzle,2023-06-19 19:00:00,2023-06,19,Monday,19
4.7,0.7,0.0,0.0,53,4.0,Moderate Drizzle,2023-06-19 20:00:00,2023-06,19,Monday,20
4.7,1.2,0.0,0.0,55,7.1,Dense Drizzle,2023-06-19 21:00:00,2023-06,19,Monday,21
4.5,0.2,0.0,0.0,51,6.7,Light Drizzle,2023-06-19 22:00:00,2023-06,19,Monday,22
3.3,0.0,0.0,0.0,3,5.7,Overcast,2023-06-19 23:00:00,2023-06,19,Monday,23
3.2,0.6,0.0,0.0,53,5.4,Moderate Drizzle,2023-06-20 00:00:00,2023-06,20,Tuesday,0
4.3,0.1,0.0,0.0,51,9.4,Light Drizzle,2023-06-20 01:00:00,2023-06,20,Tuesday,1
6.3,0.0,0.0,0.0,1,8.5,Mainly Clear,2023-06-20 02:00:00,2023-06,20,Tuesday,2
8.5,0.0,0.0,0.0,1,6.5,Mainly Clear,2023-06-20 03:00:00,2023-06,20,Tuesday,3
10.2,0.1,0.0,0.0,51,8.6,Light Drizzle,2023-06-20 04:00:00,2023-06,20,Tuesday,4
12.0,0.1,0.0,0.0,51,8.7,Light Drizzle,2023-06-20 05:00:00,2023-06,20,Tuesday,5
13.2,0.1,0.0,0.0,51,8.7,Light Drizzle,2023-06-20 06:00:00,2023-06,20,Tuesday,6
13.9,0.0,0.0,0.0,1,13.1,Mainly Clear,2023-06-20 07:00:00,2023-06,20,Tuesday,7
11.2,1.2,0.0,0.0,55,6.5,Dense Drizzle,2023-06-20 08:00:00,2023-06,20,Tuesday,8
13.3,0.0,0.0,0.0,0,9.0,Fair,2023-06-20 09:00:00,2023-06,20,Tuesday,9
12.6,0.3,0.0,0.0,51,10.8,Light Drizzle,2023-06-20 10:00:00,2023-06,20,Tuesday,10
12.3,0.2,0.0,0.0,51,11.3,Light Drizzle,2023-06-20 11:00:00,2023-06,20,Tuesday,11
10.5,0.1,0.0,0.0,51,7.6,Light Drizzle,2023-06-20 12:00:00,2023-06,20,Tuesday,12
10.7,0.0,0.0,0.0,0,5.0,Fair,2023-06-20 13:00:00,2023-06,20,Tuesday,13
8.4,0.0,0.0,0.0,0,4.1,Fair,2023-06-20 14:00:00,2023-06,20,Tuesday,14
5.2,0.0,0.0,0.0,1,7.4,Mainly Clear,2023-06-20 15:00:00,2023-06,20,Tuesday,15
5.3,0.0,0.0,0.0,2,4.8,Partly Cloudy,2023-06-20 16:00:00,2023-06,20,Tuesday,16
6.9,0.2,0.0,0.0,51,5.4,Light Drizzle,2023-06-20 17:00:00,2023-06,20,Tuesday,17
5.4,1.4,0.0,0.0,61,4.4,Light Rain,2023-06-20 18:00:00,2023-06,20,Tuesday,18
4.9,0.3,0.0,0.0,51,6.5,Light Drizzle,2023-06-20 19:00:00,2023-06,20,Tuesday,19
4.8,1.1,0.0,0.0,55,4.7,Dense Drizzle,2023-06-20 20:00:00,2023-06,20,Tuesday,20
4.4,0.4,0.0,0.0,51,4.0,Light Drizzle,2023-06-20 21:00:00,2023-06,20,Tuesday,21
3.3,0.5,0.0,0.0,53,3.3,Moderate Drizzle,2023-06-20 22:00:00,2023-06,20,Tuesday,22
3.7,0.1,0.0,0.0,51,5.5,Light Drizzle,2023-06-20 23:00:00,2023-06,20,Tuesday,23
2.0,0.0,0.0,0.0,1,5.3,Mainly Clear,2023-06-21 00:00:00,2023-06,21,Wednesday,0
3.8,0.0,0.0,0.0,1,7.8,Mainly Clear,2023-06-21 01:00:00,2023-06,21,Wednesday,1
7.7,0.0,0.0,0.0,0,7.9,Fair,2023-06-21 02:00:00,2023-06,21,Wednesday,2
10.6,0.0,0.0,0.0,0,6.2,Fair,2023-06-21 03:00:00,2023-06,21,Wednesday,3
12.7,0.0,0.0,0.0,1,3.7,Mainly Clear,2023-06-21 04:00:00,2023-06,21,Wednesday,4
13.6,1.6,0.0,0.0,61,7.7,Light Rain,2023-06-21 05:00:00,2023-06,21,Wednesday,5
13.9,0.7,0.0,0.0,53,7.0,Moderate Drizzle,2023-06-21 06:00:00,2023-06,21,Wednesday,6
15.3,0.1,0.0,0.0,51,11.5,Light Drizzle,2023-06-21 07:00:00,2023-06,21,Wednesday,7
13.9,0.2,0.0,0.0,51,10.6,Light Drizzle,2023-06-21 08:00:00,2023-06,21,Wednesday,8
13.9,0.1,0.0,0.0,51,12.4,Light Drizzle,2023-06-21 09:00:00,2023-06,21,Wednesday,9
11.7,0.2,0.0,0.0,51,13.6,Light Drizzle,2023-06-21 10:00:00,2023-06,21,Wednesday,10
10.5,0.0,0.0,0.0,2,3.4,Partly Cloudy,2023-06-21 11:00:00,2023-06,21,Wednesday,11
9.5,0.4,0.0,0.0,51,4.5,Light Drizzle,2023-06-21 12:00:00,2023-06,21,Wednesday,12
10.3,0.0,0.0,0.0,1,6.1,Mainly Clear,2023-06-21 13:00:00,2023-06,21,Wednesday,13
9.0,0.0,0.0,0.0,1,5.9,Mainly Clear,2023-06-21 14:00:00,2023-06,21,Wednesday,14
6.5,0.0,0.0,0.0,0,4.7,Fair,2023-06-21 15:00:00,2023-06,21,Wednesday,15
4.9,0.0,0.0,0.0,1,6.6,Mainly Clear,2023-06-21 16:00:00,2023-06,21,Wednesday,16
3.8,0.0,0.0,0.0,1,7.1,Mainly Clear,2023-06-21 17:00:00,2023-06,21,Wednesday,17
4.9,0.0,0.0,0.0,2,5.6,Partly Cloudy,2023-06-21 18:00:00,2023-06,21,Wednesday,18
4.5,0.0,0.0,0.0,2,5.2,Partly Cloudy,2023-06-21 19:00:00,2023-06,21,Wednesday,19
3.8,1.1,0.0,0.0,55,6.1,Dense Drizzle,2023-06-21 20:00:00,2023-06,21,Wednesday,20
3.4,0.1,0.0,0.0,51,5.1,Light Drizzle,2023-06-21 21:00:00,2023-06,21,Wednesday,21
2.4,3.4,0.21,0.0,73,4.0,Moderate Snow,2023-06-21 22:00:00,2023-06,21,Wednesday,22
2.7,1.5,0.0,0.0,61,7.2,Light Rain,2023-06-21 23:00:00,2023-06,21,Wednesday,23
1.6,0.0,0.0,0.0,0,10.5,Fair,2023-06-22 00:00:00,2023-06,22,Thursday,0
5.2,0.0,0.0,0.0,1,8.7,Mainly Clear,2023-06-22 01:00:00,2023-06,22,Thursday,1
7.4,0.1,0.0,0.0,51,6.9,Light Drizzle,2023-06-22 02:00:00,2023-06,22,Thursday,2
9.5,0.0,0.0,0.0,2,10.2,Partly Cloudy,2023-06-22 03:00:00,2023-06,22,Thursday,3
10.8,0.0,0.0,0.0,3,8.7,Overcast,2023-06-22 04:00:00,2023-06,22,Thursday,4
13.0,0.7,0.0,0.0,53,4.3,Moderate Drizzle,2023-06-22 05:00:00,2023-06,22,Thursday,5
12.6,0.0,0.0,0.0,1,2.5,Mainly Clear,2023-06-22 06:00:00,2023-06,22,Thursday,6
14.0,0.0,0.0,0.0,1,5.8,Mainly Clear,2023-06-22 07:00:00,2023-06,22,Thursday,7
15.4,0.0,0.0,0.0,0,6.3,Fair,2023-06-22 08:00:00,2023-06,22,Thursday,8
13.7,2.4,0.0,0.0,61,7.3,Light Rain,2023-06-22 09:00:00,2023-06,22,Thursday,9
10.3,3.4,0.0,0.0,63,8.4,Moderate Rain,2023-06-22 10:00:00,2023-06,22,Thursday,10
12.0,0.2,0.0,0.0,51,4.2,Light Drizzle,2023-06-22 11:00:00,2023-06,22,Thursday,11
11.7,4.3,0.0,0.0,63,5.6,Moderate Rain,2023-06-22 12:00:00,2023-06,22,Thursday,12
10.3,0.3,0.0,0.0,51,7.1,Light Drizzle,2023-06-22 13:00:00,2023-06,22,Thursday,13
9.1,0.0,0.0,0.0,2,4.5,Partly Cloudy,2023-06-22 14:00:00,2023-06,22,Thursday,14
7.3,0.4,0.0,0.0,51,7.4,Light Drizzle,2023-06-22 15:00:00,2023-06,22,Thursday,15
6.1,0.0,0.0,0.0,3,5.2,Overcast,2023-06-22 16:00:00,2023-06,22,Thursday,16
6.3,0.2,0.0,0.0,51,4.8,Light Drizzle,2023-06-22 17:00:00,2023-06,22,Thursday,17
6.8,0.2,0.0,0.0,51,5.8,Light Drizzle,2023-06-22 18:00:00,2023-06,22,Thursday,18
6.0,0.8,0.0,0.0,53,4.9,Moderate Drizzle,2023-06-22 19:00:00,2023-06,22,Thursday,19
5.6,0.4,0.0,0.0,51,4.5,Light Drizzle,2023-06-22 20:00:00,2023-06,22,Thursday,20
4.9,1.6,0.0,0.0,61,4.5,Light Rain,2023-06-22 21:00:00,2023-06,22,Thursday,21
4.4,0.6,0.0,0.0,53,5.9,Moderate Drizzle,2023-06-22 22:00:00,2023-06,22,Thursday,22
4.2,1.0,0.0,0.0,55,8.4,Dense Drizzle,2023-06-22 23:00:00,2023-06,22,Thursday,23
4.6,0.0,0.0,0.0,3,5.9,Overcast,2023-06-23 00:00:00,2023-06,23,Friday,0
5.2,0.1,0.0,0.0,51,7.6,Light Drizzle,2023-06-23 01:00:00,2023-06,23,Friday,1
7.2,0.0,0.0,0.0,1,7.7,Mainly Clear,2023-06-23 02:00:00,2023-06,23,Friday,2
9.3,0.0,0.0,0.0,1,7.8,Mainly Clear,2023-06-23 03:00:00,2023-06,23,Friday,3
10.6,0.0,0.0,0.0,2,6.4,Partly Cloudy,2023-06-23 04:00:00,2023-06,23,Friday,4
12.4,0.0,0.0,0.0,1,3.5,Mainly Clear,2023-06-23 05:00:00,2023-06,23,Friday,5
14.0,0.0,0.0,0.0,0,5.4,Fair,2023-06-23 06:00:00,2023-06,23,Friday,6
14.8,0.2,0.0,0.0,51,13.3,Light Drizzle,2023-06-23 07:00:00,2023-06,23,Friday,7
14.7,0.1,0.0,0.0,51,12.4,Light Drizzle,2023-06-23 08:00:00,2023-06,23,Friday,8
14.7,0.0,0.0,0.0,0,11.6,Fair,2023-06-23 09:00:00,2023-06,23,Friday,9
15.0,0.0,0.0,0.0,0,12.4,Fair,2023-06-23 10:00:00,2023-06,23,Friday,10
14.4,0.0,0.0,0.0,0,10.5,Fair,2023-06-23 11:00:00,2023-06,23,Friday,11
14.1,0.0,0.0,0.0,0,9.1,Fair,2023-06-23 12:00:00,2023-06,23,Friday,12
12.8,0.0,0.0,0.0,0,6.3,Fair,2023-06-23 13:00:00,2023-06,23,Friday,13
9.7,0.0,0.0,0.0,1,6.0,Mainly Clear,2023-06-23 14:00:00,2023-06,23,Friday,14
8.4,0.0,0.0,0.0,1,6.2,Mainly Clear,2023-06-23 15:00:00,2023-06,23,Friday,15
6.9,0.0,0.0,0.0,3,4.7,Overcast,2023-06-23 16:00:00,2023-06,23,Friday,16
7.2,0.0,0.0,0.0,3,6.0,Overcast,2023-06-23 17:00:00,2023-06,23,Friday,17
6.2,0.2,0.0,0.0,51,4.0,Light Drizzle,2023-06-23 18:00:00,2023-06,23,Friday,18
5.9,0.2,0.0,0.0,51,3.3,Light Drizzle,2023-06-23 19:00:00,2023-06,23,Friday,19
5.2,0.2,0.0,0.0,51,4.1,Light Drizzle,2023-06-23 20:00:00,2023-06,23,Friday,20
3.9,0.1,0.0,0.0,51,5.6,Light Drizzle,2023-06-23 21:00:00,2023-06,23,Friday,21
3.1,0.0,0.0,0.0,1,4.8,Mainly Clear,2023-06-23 22:00:00,2023-06,23,Friday,22
2.3,0.0,0.0,0.0,1,4.8,Mainly Clear,2023-06-23 23:00:00,2023-06,23,Friday,23
3.1,0.0,0.0,0.0,3,4.0,Overcast,2023-06-24 00:00:00,2023-06,24,Saturday,0
4.7,0.0,0.0,0.0,3,5.4,Overcast,2023-06-24 01:00:00,2023-06,24,Saturday,1
6.9,0.0,0.0,0.0,3,4.0,Overcast,2023-06-24 02:00:00,2023-06,24,Saturday,2
9.3,0.0,0.0,0.0,3,6.6,Overcast,2023-06-24 03:00:00,2023-06,24,Saturday,3
10.3,0.0,0.0,0.0,1,9.5,Mainly Clear,2023-06-24 04:00:00,2023-06,24,Saturday,4
11.6,0.0,0.0,0.0,1,11.0,Mainly Clear,2023-06-24 05:00:00,2023-06,24,Saturday,5
12.3,0.0,0.0,0.0,0,11.1,Fair,2023-06-24 06:00:00,2023-06,24,Saturday,6
13.3,0.0,0.0,0.0,0,11.7,Fair,2023-06-24 07:00:00,2023-06,24,Saturday,7
13.2,0.0,0.0,0.0,0,11.9,Fair,2023-06-24 08:00:00,2023-06,24,Saturday,8
13.1,0.0,0.0,0.0,0,12.1,Fair,2023-06-24 09:00:00,2023-06,24,Saturday,9
13.0,0.0,0.0,0.0,0,11.9,Fair,2023-06-24 10:00:00,2023-06,24,Saturday,10
12.9,0.0,0.0,0.0,0,11.4,Fair,2023-06-24 11:00:00,2023-06,24,Saturday,11
12.0,0.0,0.0,0.0,0,9.6,Fair,2023-06-24 12:00:00,2023-06,24,Saturday,12
11.2,0.0,0.0,0.0,0,6.4,Fair,2023-06-24 13:00:00,2023-06,24,Saturday,13
8.1,0.0,0.0,0.0,0,5.6,Fair,2023-06-24 14:00:00,2023-06,24,Saturday,14
7.6,0.0,0.0,0.0,0,5.5,Fair,2023-06-24 15:00:00,2023-06,24,Saturday,15
3.9,0.0,0.0,0.0,0,6.2,Fair,2023-06-24 16:00:00,2023-06,24,Saturday,16
2.9,0.0,0.0,0.0,0,6.1,Fair,2023-06-24 17:00:00,2023-06,24,Saturday,17
2.4,0.0,0.0,0.0,0,5.8,Fair,2023-06-24 18:00:00,2023-06,24,Saturday,18
2.0,0.0,0.0,0.0,0,5.8,Fair,2023-06-24 19:00:00,2023-06,24,Saturday,19
1.7,0.0,0.0,0.0,0,5.0,Fair,2023-06-24 20:00:00,2023-06,24,Saturday,20
1.4,0.0,0.0,0.0,0,5.5,Fair,2023-06-24 21:00:00,2023-06,24,Saturday,21
1.2,0.0,0.0,0.0,0,5.3,Fair,2023-06-24 22:00:00,2023-06,24,Saturday,22
0.9,0.0,0.0,0.0,0,5.6,Fair,2023-06-24 23:00:00,2023-06,24,Saturday,23
0.7,0.0,0.0,0.0,0,5.0,Fair,2023-06-25 00:00:00,2023-06,25,Sunday,0
3.4,0.0,0.0,0.0,0,7.9,Fair,2023-06-25 01:00:00,2023-06,25,Sunday,1
8.9,0.0,0.0,0.0,0,7.1,Fair,2023-06-25 02:00:00,2023-06,25,Sunday,2
12.2,0.0,0.0,0.0,0,5.4,Fair,2023-06-25 03:00:00,2023-06,25,Sunday,3
14.1,0.0,0.0,0.0,0,5.4,Fair,2023-06-25 04:00:00,2023-06,25,Sunday,4
15.2,0.0,0.0,0.0,0,6.2,Fair,2023-06-25 05:00:00,2023-06,25,Sunday,5
15.8,0.5,0.0,0.0,53,10.9,Moderate Drizzle,2023-06-25 06:00:00,2023-06,25,Sunday,6
16.3,0.1,0.0,0.0,51,11.6,Light Drizzle,2023-06-25 07:00:00,2023-06,25,Sunday,7
16.5,0.0,0.0,0.0,2,12.6,Partly Cloudy,2023-06-25 08:00:00,2023-06,25,Sunday,8
15.8,0.0,0.0,0.0,3,12.6,Overcast,2023-06-25 09:00:00,2023-06,25,Sunday,9
14.4,0.0,0.0,0.0,3,12.4,Overcast,2023-06-25 10:00:00,2023-06,25,Sunday,10
11.2,0.0,0.0,0.0,3,9.9,Overcast,2023-06-25 11:00:00,2023-06,25,Sunday,11
9.8,0.0,0.0,0.0,3,8.3,Overcast,2023-06-25 12:00:00,2023-06,25,Sunday,12
9.1,0.3,0.0,0.0,51,4.6,Light Drizzle,2023-06-25 13:00:00,2023-06,25,Sunday,13
7.9,0.0,0.0,0.0,3,2.5,Overcast,2023-06-25 14:00:00,2023-06,25,Sunday,14
6.5,0.0,0.0,0.0,3,5.0,Overcast,2023-06-25 15:00:00,2023-06,25,Sunday,15
6.8,1.0,0.0,0.0,55,4.2,Dense Drizzle,2023-06-25 16:00:00,2023-06,25,Sunday,16
6.1,2.2,0.0,0.0,61,2.6,Light Rain,2023-06-25 17:00:00,2023-06,25,Sunday,17
5.8,1.4,0.0,0.0,61,3.3,Light Rain,2023-06-25 18:00:00,2023-06,25,Sunday,18
5.8,1.6,0.0,0.0,61,3.3,Light Rain,2023-06-25 19:00:00,2023-06,25,Sunday,19
5.5,1.9,0.0,0.0,61,3.6,Light Rain,2023-06-25 20:00:00,2023-06,25,Sunday,20
5.2,2.0,0.0,0.0,61,3.2,Light Rain,2023-06-25 21:00:00,2023-06,25,Sunday,21
4.9,2.0,0.0,0.0,61,4.7,Light Rain,2023-06-25 22:00:00,2023-06,25,Sunday,22
4.8,1.3,0.0,0.0,61,3.7,Light Rain,2023-06-25 23:00:00,2023-06,25,Sunday,23
4.9,1.1,0.0,0.0,55,4.8,Dense Drizzle,2023-06-26 00:00:00,2023-06,26,Monday,0
5.3,0.7,0.0,0.0,53,5.1,Moderate Drizzle,2023-06-26 01:00:00,2023-06,26,Monday,1
5.7,0.2,0.0,0.0,51,7.1,Light Drizzle,2023-06-26 02:00:00,2023-06,26,Monday,2
6.9,0.0,0.0,0.0,0,7.0,Fair,2023-06-26 03:00:00,2023-06,26,Monday,3
9.4,0.0,0.0,0.0,0,7.7,Fair,2023-06-26 04:00:00,2023-06,26,Monday,4
11.0,0.0,0.0,0.0,0,8.0,Fair,2023-06-26 05:00:00,2023-06,26,Monday,5
12.4,0.1,0.0,0.0,51,8.9,Light Drizzle,2023-06-26 06:00:00,2023-06,26,Monday,6
13.3,0.0,0.0,0.0,0,10.2,Fair,2023-06-26 07:00:00,2023-06,26,Monday,7
13.8,0.1,0.0,0.0,51,11.2,Light Drizzle,2023-06-26 08:00:00,2023-06,26,Monday,8
13.9,0.0,0.0,0.0,0,10.9,Fair,2023-06-26 09:00:00,2023-06,26,Monday,9
14.0,0.0,0.0,0.0,0,11.2,Fair,2023-06-26 10:00:00,2023-06,26,Monday,10
13.7,0.0,0.0,0.0,0,8.7,Fair,2023-06-26 11:00:00,2023-06,26,Monday,11
13.0,0.0,0.0,0.0,0,8.7,Fair,2023-06-26 12:00:00,2023-06,26,Monday,12
12.0,0.0,0.0,0.0,0,5.4,Fair,2023-06-26 13:00:00,2023-06,26,Monday,13
10.8,0.0,0.0,0.0,1,4.1,Mainly Clear,2023-06-26 14:00:00,2023-06,26,Monday,14
8.7,0.0,0.0,0.0,0,3.9,Fair,2023-06-26 15:00:00,2023-06,26,Monday,15
5.1,0.0,0.0,0.0,0,5.9,Fair,2023-06-26 16:00:00,2023-06,26,Monday,16
3.5,0.0,0.0,0.0,0,5.2,Fair,2023-06-26 17:00:00,2023-06,26,Monday,17
2.7,0.0,0.0,0.0,0,4.3,Fair,2023-06-26 18:00:00,2023-06,26,Monday,18
2.5,0.0,0.0,0.0,1,3.8,Mainly Clear,2023-06-26 19:00:00,2023-06,26,Monday,19
2.3,0.0,0.0,0.0,1,3.3,Mainly Clear,2023-06-26 20:00:00,2023-06,26,Monday,20
2.2,0.0,0.0,0.0,0,4.1,Fair,2023-06-26 21:00:00,2023-06,26,Monday,21
1.3,0.0,0.0,0.0,0,3.8,Fair,2023-06-26 22:00:00,2023-06,26,Monday,22
