temperature_2m (°C),rain (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),wind_speed_10m (km/h),weather_description,datetime,year_month,day,week,hour
-18.1,0.0,0.0,1.07,0,6.9,Fair,2022-12-23 18:00:00,2022-12,23,Friday,18
-18.1,0.0,0.0,1.07,0,7.2,Fair,2022-12-23 19:00:00,2022-12,23,Friday,19
-18.1,0.0,0.0,1.07,0,7.2,Fair,2022-12-23 20:00:00,2022-12,23,Friday,20
-18.4,0.0,0.0,1.07,0,7.2,Fair,2022-12-23 21:00:00,2022-12,23,Friday,21
-18.7,0.0,0.0,1.07,0,7.2,Fair,2022-12-23 22:00:00,2022-12,23,Friday,22
-18.9,0.0,0.0,1.07,0,7.6,Fair,2022-12-23 23:00:00,2022-12,23,Friday,23
-19.7,0.0,0.0,1.07,0,12.3,Fair,2022-12-24 00:00:00,2022-12,24,Saturday,0
-19.1,0.0,0.0,1.07,0,7.6,Fair,2022-12-24 01:00:00,2022-12,24,Saturday,1
-19.5,0.0,0.0,1.07,0,7.6,Fair,2022-12-24 02:00:00,2022-12,24,Saturday,2
-19.2,0.0,0.0,1.07,0,7.3,Fair,2022-12-24 03:00:00,2022-12,24,Saturday,3
-17.4,0.0,0.0,1.07,0,7.3,Fair,2022-12-24 04:00:00,2022-12,24,Saturday,4
-14.4,0.0,0.0,1.07,0,6.2,Fair,2022-12-24 05:00:00,2022-12,24,Saturday,5
-12.4,0.0,0.0,1.07,0,8.5,Fair,2022-12-24 06:00:00,2022-12,24,Saturday,6
-10.4,0.0,0.0,1.07,0,6.9,Fair,2022-12-24 07:00:00,2022-12,24,Saturday,7
-8.8,0.0,0.0,1.07,0,6.5,Fair,2022-12-24 08:00:00,2022-12,24,Saturday,8
-7.8,0.0,0.0,1.07,0,6.5,Fair,2022-12-24 09:00:00,2022-12,24,Saturday,9
-8.5,0.0,0.0,1.07,0,7.6,Fair,2022-12-24 10:00:00,2022-12,24,Saturday,10
-12.9,0.0,0.0,1.06,0,9.0,Fair,2022-12-24 11:00:00,2022-12,24,Saturday,11
-11.8,0.0,0.0,1.06,0,10.2,Fair,2022-12-24 12:00:00,2022-12,24,Saturday,12
-18.6,0.0,0.0,1.06,0,10.5,Fair,2022-12-24 13:00:00,2022-12,24,Saturday,13
-18.9,0.0,0.0,1.06,0,8.7,Fair,2022-12-24 14:00:00,2022-12,24,Saturday,14
-19.3,0.0,0.0,1.06,0,6.6,Fair,2022-12-24 15:00:00,2022-12,24,Saturday,15
-20.2,0.0,0.0,1.06,0,6.2,Fair,2022-12-24 16:00:00,2022-12,24,Saturday,16
-21.7,0.0,0.0,1.06,0,6.2,Fair,2022-12-24 17:00:00,2022-12,24,Saturday,17
-23.0,0.0,0.0,1.06,0,6.6,Fair,2022-12-24 18:00:00,2022-12,24,Saturday,18
-23.6,0.0,0.0,1.06,0,6.6,Fair,2022-12-24 19:00:00,2022-12,24,Saturday,19
-23.6,0.0,0.0,1.06,0,6.6,Fair,2022-12-24 20:00:00,2022-12,24,Saturday,20
-23.5,0.0,0.0,1.06,0,6.6,Fair,2022-12-24 21:00:00,2022-12,24,Saturday,21
-23.5,0.0,0.0,1.06,0,6.6,Fair,2022-12-24 22:00:00,2022-12,24,Saturday,22
-23.6,0.0,0.0,1.06,0,6.3,Fair,2022-12-24 23:00:00,2022-12,24,Saturday,23
-23.7,0.0,0.0,1.06,0,7.1,Fair,2022-12-25 00:00:00,2022-12,25,Sunday,0
-23.8,0.0,0.0,1.06,0,6.6,Fair,2022-12-25 01:00:00,2022-12,25,Sunday,1
-24.0,0.0,0.0,1.06,0,6.7,Fair,2022-12-25 02:00:00,2022-12,25,Sunday,2
-23.8,0.0,0.0,1.06,0,6.7,Fair,2022-12-25 03:00:00,2022-12,25,Sunday,3
-20.9,0.0,0.0,1.06,0,6.3,Fair,2022-12-25 04:00:00,2022-12,25,Sunday,4
-16.0,0.0,0.0,1.06,0,5.4,Fair,2022-12-25 05:00:00,2022-12,25,Sunday,5
-12.0,0.0,0.0,1.06,0,8.7,Fair,2022-12-25 06:00:00,2022-12,25,Sunday,6
-8.0,0.0,0.0,1.06,0,7.1,Fair,2022-12-25 07:00:00,2022-12,25,Sunday,7
-5.7,0.0,0.0,1.06,0,6.0,Fair,2022-12-25 08:00:00,2022-12,25,Sunday,8
-5.2,0.0,0.0,1.06,0,6.8,Fair,2022-12-25 09:00:00,2022-12,25,Sunday,9
-6.0,0.0,0.0,1.06,0,7.3,Fair,2022-12-25 10:00:00,2022-12,25,Sunday,10
-9.4,0.0,0.0,1.05,0,7.8,Fair,2022-12-25 11:00:00,2022-12,25,Sunday,11
-9.7,0.0,0.0,1.05,0,8.4,Fair,2022-12-25 12:00:00,2022-12,25,Sunday,12
-18.6,0.0,0.0,1.05,0,8.3,Fair,2022-12-25 13:00:00,2022-12,25,Sunday,13
-18.9,0.0,0.0,1.05,0,6.4,Fair,2022-12-25 14:00:00,2022-12,25,Sunday,14
-19.2,0.0,0.0,1.05,0,5.2,Fair,2022-12-25 15:00:00,2022-12,25,Sunday,15
-19.4,0.0,0.0,1.05,0,4.5,Fair,2022-12-25 16:00:00,2022-12,25,Sunday,16
-19.5,0.0,0.0,1.05,0,4.9,Fair,2022-12-25 17:00:00,2022-12,25,Sunday,17
-19.4,0.0,0.0,1.05,0,4.9,Fair,2022-12-25 18:00:00,2022-12,25,Sunday,18
-19.4,0.0,0.0,1.05,0,5.4,Fair,2022-12-25 19:00:00,2022-12,25,Sunday,19
-19.6,0.0,0.0,1.05,0,5.7,Fair,2022-12-25 20:00:00,2022-12,25,Sunday,20
-19.6,0.0,0.0,1.05,0,6.0,Fair,2022-12-25 21:00:00,2022-12,25,Sunday,21
-19.7,0.0,0.0,1.05,0,6.2,Fair,2022-12-25 22:00:00,2022-12,25,Sunday,22
-19.8,0.0,0.0,1.05,0,6.5,Fair,2022-12-25 23:00:00,2022-12,25,Sunday,23
-20.2,0.0,0.0,1.05,0,9.4,Fair,2022-12-26 00:00:00,2022-12,26,Monday,0
-20.3,0.0,0.0,1.05,0,6.6,Fair,2022-12-26 01:00:00,2022-12,26,Monday,1
-20.3,0.0,0.0,1.05,0,6.5,Fair,2022-12-26 02:00:00,2022-12,26,Monday,2
-19.9,0.0,0.0,1.05,0,5.7,Fair,2022-12-26 03:00:00,2022-12,26,Monday,3
-17.8,0.0,0.0,1.05,0,4.9,Fair,2022-12-26 04:00:00,2022-12,26,Monday,4
-15.6,0.0,0.0,1.05,0,5.7,Fair,2022-12-26 05:00:00,2022-12,26,Monday,5
-11.7,0.0,0.0,1.05,0,8.9,Fair,2022-12-26 06:00:00,2022-12,26,Monday,6
-7.1,0.0,0.0,1.05,0,6.9,Fair,2022-12-26 07:00:00,2022-12,26,Monday,7
-5.7,0.0,0.0,1.05,0,5.8,Fair,2022-12-26 08:00:00,2022-12,26,Monday,8
-5.3,0.0,0.0,1.05,0,6.1,Fair,2022-12-26 09:00:00,2022-12,26,Monday,9
-6.1,0.0,0.0,1.05,0,7.0,Fair,2022-12-26 10:00:00,2022-12,26,Monday,10
-8.1,0.0,0.0,1.05,0,7.6,Fair,2022-12-26 11:00:00,2022-12,26,Monday,11
-10.2,0.0,0.0,1.05,0,8.4,Fair,2022-12-26 12:00:00,2022-12,26,Monday,12
-19.4,0.0,0.0,1.05,0,8.2,Fair,2022-12-26 13:00:00,2022-12,26,Monday,13
-19.7,0.0,0.0,1.05,0,6.7,Fair,2022-12-26 14:00:00,2022-12,26,Monday,14
-20.1,0.0,0.0,1.04,0,5.2,Fair,2022-12-26 15:00:00,2022-12,26,Monday,15
-20.5,0.0,0.0,1.04,0,4.9,Fair,2022-12-26 16:00:00,2022-12,26,Monday,16
-21.0,0.0,0.0,1.04,0,4.9,Fair,2022-12-26 17:00:00,2022-12,26,Monday,17
-21.5,0.0,0.0,1.04,0,5.0,Fair,2022-12-26 18:00:00,2022-12,26,Monday,18
-21.8,0.0,0.0,1.04,0,5.0,Fair,2022-12-26 19:00:00,2022-12,26,Monday,19
-21.9,0.0,0.0,1.04,0,4.9,Fair,2022-12-26 20:00:00,2022-12,26,Monday,20
-21.7,0.0,0.0,1.04,0,4.9,Fair,2022-12-26 21:00:00,2022-12,26,Monday,21
-21.5,0.0,0.0,1.04,0,4.9,Fair,2022-12-26 22:00:00,2022-12,26,Monday,22
-21.3,0.0,0.0,1.04,0,4.9,Fair,2022-12-26 23:00:00,2022-12,26,Monday,23
-22.2,0.0,0.0,1.04,0,4.9,Fair,2022-12-27 00:00:00,2022-12,27,Tuesday,0
-21.8,0.0,0.0,1.04,0,4.9,Fair,2022-12-27 01:00:00,2022-12,27,Tuesday,1
-22.0,0.0,0.0,1.04,0,5.2,Fair,2022-12-27 02:00:00,2022-12,27,Tuesday,2
-21.8,0.0,0.0,1.04,0,5.7,Fair,2022-12-27 03:00:00,2022-12,27,Tuesday,3
-19.8,0.0,0.0,1.04,0,5.7,Fair,2022-12-27 04:00:00,2022-12,27,Tuesday,4
-15.4,0.0,0.0,1.04,1,4.7,Mainly Clear,2022-12-27 05:00:00,2022-12,27,Tuesday,5
-11.4,0.0,0.0,1.04,0,8.7,Fair,2022-12-27 06:00:00,2022-12,27,Tuesday,6
-6.7,0.0,0.0,1.04,0,6.6,Fair,2022-12-27 07:00:00,2022-12,27,Tuesday,7
-4.1,0.0,0.0,1.04,0,5.4,Fair,2022-12-27 08:00:00,2022-12,27,Tuesday,8
-4.2,0.0,0.0,1.04,0,5.6,Fair,2022-12-27 09:00:00,2022-12,27,Tuesday,9
-5.0,0.0,0.0,1.04,0,6.0,Fair,2022-12-27 10:00:00,2022-12,27,Tuesday,10
-7.7,0.0,0.0,1.04,0,7.1,Fair,2022-12-27 11:00:00,2022-12,27,Tuesday,11
-8.2,0.0,0.0,1.04,0,7.8,Fair,2022-12-27 12:00:00,2022-12,27,Tuesday,12
-17.4,0.0,0.0,1.04,0,8.3,Fair,2022-12-27 13:00:00,2022-12,27,Tuesday,13
-17.7,0.0,0.0,1.04,0,6.7,Fair,2022-12-27 14:00:00,2022-12,27,Tuesday,14
-17.9,0.0,0.0,1.04,0,5.2,Fair,2022-12-27 15:00:00,2022-12,27,Tuesday,15
-18.6,0.0,0.0,1.04,0,5.2,Fair,2022-12-27 16:00:00,2022-12,27,Tuesday,16
-19.6,0.0,0.0,1.04,2,5.7,Partly Cloudy,2022-12-27 17:00:00,2022-12,27,Tuesday,17
-20.1,0.0,0.0,1.04,1,6.0,Mainly Clear,2022-12-27 18:00:00,2022-12,27,Tuesday,18
-20.6,0.0,0.0,1.04,1,6.4,Mainly Clear,2022-12-27 19:00:00,2022-12,27,Tuesday,19
-21.2,0.0,0.0,1.04,1,6.4,Mainly Clear,2022-12-27 20:00:00,2022-12,27,Tuesday,20
-21.5,0.0,0.0,1.04,2,6.7,Partly Cloudy,2022-12-27 21:00:00,2022-12,27,Tuesday,21
-21.5,0.0,0.0,1.04,2,6.8,Partly Cloudy,2022-12-27 22:00:00,2022-12,27,Tuesday,22
-21.2,0.0,0.0,1.04,2,6.5,Partly Cloudy,2022-12-27 23:00:00,2022-12,27,Tuesday,23
-20.9,0.0,0.0,1.04,2,7.2,Partly Cloudy,2022-12-28 00:00:00,2022-12,28,Wednesday,0
-20.4,0.0,0.0,1.04,2,6.8,Partly Cloudy,2022-12-28 01:00:00,2022-12,28,Wednesday,1
-20.3,0.0,0.0,1.04,2,6.0,Partly Cloudy,2022-12-28 02:00:00,2022-12,28,Wednesday,2
-19.3,0.0,0.0,1.04,2,5.7,Partly Cloudy,2022-12-28 03:00:00,2022-12,28,Wednesday,3
-17.6,0.0,0.0,1.04,1,5.4,Mainly Clear,2022-12-28 04:00:00,2022-12,28,Wednesday,4
-13.8,0.0,0.0,1.03,1,4.7,Mainly Clear,2022-12-28 05:00:00,2022-12,28,Wednesday,5
-9.8,0.0,0.0,1.03,1,7.8,Mainly Clear,2022-12-28 06:00:00,2022-12,28,Wednesday,6
-5.8,0.0,0.0,1.03,1,5.1,Mainly Clear,2022-12-28 07:00:00,2022-12,28,Wednesday,7
-4.1,0.0,0.0,1.03,2,3.5,Partly Cloudy,2022-12-28 08:00:00,2022-12,28,Wednesday,8
-4.0,0.0,0.0,1.03,2,2.6,Partly Cloudy,2022-12-28 09:00:00,2022-12,28,Wednesday,9
-4.6,0.0,0.0,1.03,2,2.9,Partly Cloudy,2022-12-28 10:00:00,2022-12,28,Wednesday,10
-6.0,0.0,0.0,1.03,3,3.8,Overcast,2022-12-28 11:00:00,2022-12,28,Wednesday,11
-7.9,0.0,0.0,1.03,3,4.5,Overcast,2022-12-28 12:00:00,2022-12,28,Wednesday,12
-14.8,0.0,0.0,1.03,3,4.1,Overcast,2022-12-28 13:00:00,2022-12,28,Wednesday,13
-15.3,0.0,0.0,1.03,3,3.3,Overcast,2022-12-28 14:00:00,2022-12,28,Wednesday,14
-15.6,0.0,0.0,1.03,3,3.0,Overcast,2022-12-28 15:00:00,2022-12,28,Wednesday,15
-15.3,0.0,0.0,1.03,3,2.6,Overcast,2022-12-28 16:00:00,2022-12,28,Wednesday,16
-15.1,0.0,0.0,1.03,3,3.3,Overcast,2022-12-28 17:00:00,2022-12,28,Wednesday,17
-15.8,0.0,0.0,1.03,3,3.8,Overcast,2022-12-28 18:00:00,2022-12,28,Wednesday,18
-16.6,0.0,0.0,1.03,3,3.4,Overcast,2022-12-28 19:00:00,2022-12,28,Wednesday,19
-17.0,0.0,0.0,1.03,3,3.8,Overcast,2022-12-28 20:00:00,2022-12,28,Wednesday,20
-17.6,0.0,0.0,1.03,3,4.1,Overcast,2022-12-28 21:00:00,2022-12,28,Wednesday,21
-18.9,0.0,0.0,1.03,3,4.6,Overcast,2022-12-28 22:00:00,2022-12,28,Wednesday,22
-19.4,0.0,0.0,1.03,3,4.9,Overcast,2022-12-28 23:00:00,2022-12,28,Wednesday,23
-18.1,0.0,0.0,1.03,2,6.5,Partly Cloudy,2022-12-29 00:00:00,2022-12,29,Thursday,0
-18.0,0.0,0.0,1.03,2,6.2,Partly Cloudy,2022-12-29 01:00:00,2022-12,29,Thursday,1
-18.4,0.0,0.0,1.03,2,6.5,Partly Cloudy,2022-12-29 02:00:00,2022-12,29,Thursday,2
-18.6,0.0,0.0,1.03,2,6.8,Partly Cloudy,2022-12-29 03:00:00,2022-12,29,Thursday,3
-16.9,0.0,0.0,1.03,1,6.5,Mainly Clear,2022-12-29 04:00:00,2022-12,29,Thursday,4
-12.1,0.0,0.0,1.03,2,5.8,Partly Cloudy,2022-12-29 05:00:00,2022-12,29,Thursday,5
-8.8,0.0,0.0,1.03,1,7.2,Mainly Clear,2022-12-29 06:00:00,2022-12,29,Thursday,6
-7.4,0.0,0.0,1.03,0,6.4,Fair,2022-12-29 07:00:00,2022-12,29,Thursday,7
-6.6,0.0,0.0,1.03,3,5.9,Overcast,2022-12-29 08:00:00,2022-12,29,Thursday,8
-6.7,0.0,0.0,1.03,2,6.2,Partly Cloudy,2022-12-29 09:00:00,2022-12,29,Thursday,9
-6.2,0.0,0.0,1.02,1,6.9,Mainly Clear,2022-12-29 10:00:00,2022-12,29,Thursday,10
-7.9,0.0,0.0,1.02,1,7.3,Mainly Clear,2022-12-29 11:00:00,2022-12,29,Thursday,11
-8.3,0.0,0.0,1.02,3,4.7,Overcast,2022-12-29 12:00:00,2022-12,29,Thursday,12
-9.1,0.0,0.0,1.02,3,1.1,Overcast,2022-12-29 13:00:00,2022-12,29,Thursday,13
-8.7,0.0,0.0,1.02,3,3.8,Overcast,2022-12-29 14:00:00,2022-12,29,Thursday,14
-9.1,0.0,0.0,1.02,3,4.1,Overcast,2022-12-29 15:00:00,2022-12,29,Thursday,15
-10.0,0.0,0.07,1.02,71,3.0,Light Snow,2022-12-29 16:00:00,2022-12,29,Thursday,16
-10.7,0.0,0.07,1.02,71,2.7,Light Snow,2022-12-29 17:00:00,2022-12,29,Thursday,17
-11.2,0.0,0.07,1.02,71,3.0,Light Snow,2022-12-29 18:00:00,2022-12,29,Thursday,18
-11.6,0.0,0.07,1.02,71,3.1,Light Snow,2022-12-29 19:00:00,2022-12,29,Thursday,19
-13.3,0.0,0.14,1.03,71,4.7,Light Snow,2022-12-29 20:00:00,2022-12,29,Thursday,20
-14.3,0.0,0.14,1.03,71,6.3,Light Snow,2022-12-29 21:00:00,2022-12,29,Thursday,21
-13.9,0.0,0.14,1.03,71,6.0,Light Snow,2022-12-29 22:00:00,2022-12,29,Thursday,22
-14.4,0.0,0.14,1.03,71,6.0,Light Snow,2022-12-29 23:00:00,2022-12,29,Thursday,23
-13.5,0.0,0.28,1.03,73,5.2,Moderate Snow,2022-12-30 00:00:00,2022-12,30,Friday,0
-13.4,0.0,0.28,1.03,73,2.9,Moderate Snow,2022-12-30 01:00:00,2022-12,30,Friday,1
-13.0,0.0,0.28,1.03,73,2.8,Moderate Snow,2022-12-30 02:00:00,2022-12,30,Friday,2
-13.2,0.0,0.14,1.03,71,3.6,Light Snow,2022-12-30 03:00:00,2022-12,30,Friday,3
-12.3,0.0,0.07,1.03,71,3.3,Light Snow,2022-12-30 04:00:00,2022-12,30,Friday,4
-10.9,0.0,0.07,1.03,71,2.7,Light Snow,2022-12-30 05:00:00,2022-12,30,Friday,5
-9.4,0.0,0.0,1.03,3,3.0,Overcast,2022-12-30 06:00:00,2022-12,30,Friday,6
-8.8,0.0,0.0,1.03,3,2.9,Overcast,2022-12-30 07:00:00,2022-12,30,Friday,7
-8.2,0.0,0.0,1.03,3,3.9,Overcast,2022-12-30 08:00:00,2022-12,30,Friday,8
-8.5,0.0,0.0,1.03,3,2.7,Overcast,2022-12-30 09:00:00,2022-12,30,Friday,9
-9.1,0.0,0.0,1.03,2,3.6,Partly Cloudy,2022-12-30 10:00:00,2022-12,30,Friday,10
-9.0,0.0,0.0,1.03,1,1.3,Mainly Clear,2022-12-30 11:00:00,2022-12,30,Friday,11
-9.2,0.0,0.0,1.03,3,1.1,Overcast,2022-12-30 12:00:00,2022-12,30,Friday,12
-9.5,0.0,0.0,1.03,3,2.6,Overcast,2022-12-30 13:00:00,2022-12,30,Friday,13
-10.9,0.0,0.0,1.03,3,5.5,Overcast,2022-12-30 14:00:00,2022-12,30,Friday,14
-15.4,0.0,0.0,1.03,2,6.2,Partly Cloudy,2022-12-30 15:00:00,2022-12,30,Friday,15
-16.1,0.0,0.0,1.03,3,4.3,Overcast,2022-12-30 16:00:00,2022-12,30,Friday,16
-17.3,0.0,0.0,1.03,3,5.8,Overcast,2022-12-30 17:00:00,2022-12,30,Friday,17
-18.1,0.0,0.0,1.03,3,6.2,Overcast,2022-12-30 18:00:00,2022-12,30,Friday,18
-18.5,0.0,0.0,1.03,3,5.8,Overcast,2022-12-30 19:00:00,2022-12,30,Friday,19
-18.1,0.0,0.0,1.03,2,5.0,Partly Cloudy,2022-12-30 20:00:00,2022-12,30,Friday,20
-17.4,0.0,0.0,1.03,3,4.6,Overcast,2022-12-30 21:00:00,2022-12,30,Friday,21
-17.2,0.0,0.0,1.03,3,3.1,Overcast,2022-12-30 22:00:00,2022-12,30,Friday,22
-16.4,0.0,0.07,1.03,71,1.9,Light Snow,2022-12-30 23:00:00,2022-12,30,Friday,23
-16.4,0.0,0.07,1.03,71,0.0,Light Snow,2022-12-31 00:00:00,2022-12,31,Saturday,0
-15.1,0.0,0.14,1.03,71,0.7,Light Snow,2022-12-31 01:00:00,2022-12,31,Saturday,1
-14.9,0.0,0.14,1.03,71,1.3,Light Snow,2022-12-31 02:00:00,2022-12,31,Saturday,2
-14.5,0.0,0.21,1.03,73,2.4,Moderate Snow,2022-12-31 03:00:00,2022-12,31,Saturday,3
-13.7,0.0,0.14,1.03,71,2.6,Light Snow,2022-12-31 04:00:00,2022-12,31,Saturday,4
-11.7,0.0,0.14,1.03,71,1.8,Light Snow,2022-12-31 05:00:00,2022-12,31,Saturday,5
-11.0,0.0,0.21,1.03,73,1.9,Moderate Snow,2022-12-31 06:00:00,2022-12,31,Saturday,6
-10.7,0.0,0.28,1.03,73,2.4,Moderate Snow,2022-12-31 07:00:00,2022-12,31,Saturday,7
-10.5,0.0,0.28,1.03,73,2.0,Moderate Snow,2022-12-31 08:00:00,2022-12,31,Saturday,8
-10.6,0.0,0.28,1.03,73,2.3,Moderate Snow,2022-12-31 09:00:00,2022-12,31,Saturday,9
-11.1,0.0,0.42,1.03,73,2.6,Moderate Snow,2022-12-31 10:00:00,2022-12,31,Saturday,10
-12.0,0.0,0.49,1.03,73,3.4,Moderate Snow,2022-12-31 11:00:00,2022-12,31,Saturday,11
-11.7,0.0,0.56,1.04,73,4.3,Moderate Snow,2022-12-31 12:00:00,2022-12,31,Saturday,12
-12.5,0.0,0.35,1.04,73,4.2,Moderate Snow,2022-12-31 13:00:00,2022-12,31,Saturday,13
-12.4,0.0,0.42,1.04,73,3.3,Moderate Snow,2022-12-31 14:00:00,2022-12,31,Saturday,14
-12.2,0.0,0.35,1.04,73,3.3,Moderate Snow,2022-12-31 15:00:00,2022-12,31,Saturday,15
-12.8,0.0,0.42,1.05,73,3.8,Moderate Snow,2022-12-31 16:00:00,2022-12,31,Saturday,16
-12.9,0.0,0.35,1.05,73,3.3,Moderate Snow,2022-12-31 17:00:00,2022-12,31,Saturday,17
-12.9,0.0,0.35,1.05,73,3.2,Moderate Snow,2022-12-31 18:00:00,2022-12,31,Saturday,18
-13.1,0.0,0.28,1.05,73,2.9,Moderate Snow,2022-12-31 19:00:00,2022-12,31,Saturday,19
-13.3,0.0,0.21,1.05,73,2.9,Moderate Snow,2022-12-31 20:00:00,2022-12,31,Saturday,20
-13.8,0.0,0.14,1.05,71,3.2,Light Snow,2022-12-31 21:00:00,2022-12,31,Saturday,21
-14.5,0.0,0.14,1.05,71,4.3,Light Snow,2022-12-31 22:00:00,2022-12,31,Saturday,22
-15.0,0.0,0.14,1.05,71,3.3,Light Snow,2022-12-31 23:00:00,2022-12,31,Saturday,23
-15.7,0.0,0.07,1.05,71,4.9,Light Snow,2023-01-01 00:00:00,2023-01,1,Sunday,0
-17.1,0.0,0.0,1.05,2,5.2,Partly Cloudy,2023-01-01 01:00:00,2023-01,1,Sunday,1
-18.8,0.0,0.0,1.05,1,5.0,Mainly Clear,2023-01-01 02:00:00,2023-01,1,Sunday,2
-19.0,0.0,0.0,1.05,0,5.3,Fair,2023-01-01 03:00:00,2023-01,1,Sunday,3
-16.8,0.0,0.0,1.05,0,5.8,Fair,2023-01-01 04:00:00,2023-01,1,Sunday,4
-14.1,0.0,0.0,1.05,0,5.6,Fair,2023-01-01 05:00:00,2023-01,1,Sunday,5
-12.0,0.0,0.0,1.05,0,4.2,Fair,2023-01-01 06:00:00,2023-01,1,Sunday,6
-11.2,0.0,0.0,1.05,0,4.0,Fair,2023-01-01 07:00:00,2023-01,1,Sunday,7
-11.2,0.0,0.0,1.05,0,4.8,Fair,2023-01-01 08:00:00,2023-01,1,Sunday,8
-11.0,0.0,0.0,1.05,0,4.7,Fair,2023-01-01 09:00:00,2023-01,1,Sunday,9
-9.2,0.0,0.0,1.05,0,3.7,Fair,2023-01-01 10:00:00,2023-01,1,Sunday,10
-9.7,0.0,0.0,1.05,0,2.5,Fair,2023-01-01 11:00:00,2023-01,1,Sunday,11
-10.6,0.0,0.0,1.05,0,4.2,Fair,2023-01-01 12:00:00,2023-01,1,Sunday,12
-14.4,0.0,0.0,1.05,0,5.5,Fair,2023-01-01 13:00:00,2023-01,1,Sunday,13
-17.2,0.0,0.0,1.04,0,6.6,Fair,2023-01-01 14:00:00,2023-01,1,Sunday,14
-18.6,0.0,0.0,1.04,0,6.6,Fair,2023-01-01 15:00:00,2023-01,1,Sunday,15
-19.1,0.0,0.0,1.04,0,4.7,Fair,2023-01-01 16:00:00,2023-01,1,Sunday,16
-20.2,0.0,0.0,1.04,0,4.7,Fair,2023-01-01 17:00:00,2023-01,1,Sunday,17
-21.5,0.0,0.0,1.04,0,5.5,Fair,2023-01-01 18:00:00,2023-01,1,Sunday,18
-22.2,0.0,0.0,1.04,0,5.6,Fair,2023-01-01 19:00:00,2023-01,1,Sunday,19
-22.5,0.0,0.0,1.04,0,5.6,Fair,2023-01-01 20:00:00,2023-01,1,Sunday,20
-22.5,0.0,0.0,1.04,0,5.2,Fair,2023-01-01 21:00:00,2023-01,1,Sunday,21
-22.4,0.0,0.0,1.04,0,5.2,Fair,2023-01-01 22:00:00,2023-01,1,Sunday,22
-22.3,0.0,0.0,1.04,0,5.0,Fair,2023-01-01 23:00:00,2023-01,1,Sunday,23
-22.5,0.0,0.0,1.04,0,5.7,Fair,2023-01-02 00:00:00,2023-01,2,Monday,0
-22.4,0.0,0.0,1.04,1,5.4,Mainly Clear,2023-01-02 01:00:00,2023-01,2,Monday,1
-21.8,0.0,0.0,1.04,2,5.0,Partly Cloudy,2023-01-02 02:00:00,2023-01,2,Monday,2
-20.5,0.0,0.0,1.04,3,4.6,Overcast,2023-01-02 03:00:00,2023-01,2,Monday,3
-17.9,0.0,0.0,1.04,3,4.3,Overcast,2023-01-02 04:00:00,2023-01,2,Monday,4
-15.0,0.0,0.0,1.04,3,7.5,Overcast,2023-01-02 05:00:00,2023-01,2,Monday,5
-12.4,0.0,0.0,1.04,2,5.9,Partly Cloudy,2023-01-02 06:00:00,2023-01,2,Monday,6
-11.7,0.0,0.0,1.04,2,5.5,Partly Cloudy,2023-01-02 07:00:00,2023-01,2,Monday,7
-11.7,0.0,0.0,1.04,1,6.2,Mainly Clear,2023-01-02 08:00:00,2023-01,2,Monday,8
-12.4,0.0,0.0,1.04,1,6.9,Mainly Clear,2023-01-02 09:00:00,2023-01,2,Monday,9
-9.5,0.0,0.0,1.04,1,5.3,Mainly Clear,2023-01-02 10:00:00,2023-01,2,Monday,10
-10.5,0.0,0.0,1.04,3,4.8,Overcast,2023-01-02 11:00:00,2023-01,2,Monday,11
-11.3,0.0,0.0,1.04,3,4.1,Overcast,2023-01-02 12:00:00,2023-01,2,Monday,12
-14.2,0.0,0.0,1.04,3,5.7,Overcast,2023-01-02 13:00:00,2023-01,2,Monday,13
-15.5,0.0,0.0,1.04,3,6.4,Overcast,2023-01-02 14:00:00,2023-01,2,Monday,14
-16.6,0.0,0.07,1.04,71,6.9,Light Snow,2023-01-02 15:00:00,2023-01,2,Monday,15
-17.3,0.0,0.0,1.04,3,7.1,Overcast,2023-01-02 16:00:00,2023-01,2,Monday,16
-18.1,0.0,0.0,1.03,3,6.9,Overcast,2023-01-02 17:00:00,2023-01,2,Monday,17
-18.8,0.0,0.0,1.03,2,6.9,Partly Cloudy,2023-01-02 18:00:00,2023-01,2,Monday,18
-19.5,0.0,0.0,1.03,1,7.1,Mainly Clear,2023-01-02 19:00:00,2023-01,2,Monday,19
-20.1,0.0,0.0,1.03,0,7.2,Fair,2023-01-02 20:00:00,2023-01,2,Monday,20
-20.5,0.0,0.0,1.03,0,7.6,Fair,2023-01-02 21:00:00,2023-01,2,Monday,21
-20.7,0.0,0.0,1.03,0,7.2,Fair,2023-01-02 22:00:00,2023-01,2,Monday,22
-20.8,0.0,0.0,1.03,0,6.4,Fair,2023-01-02 23:00:00,2023-01,2,Monday,23
-21.5,0.0,0.0,1.03,1,6.2,Mainly Clear,2023-01-03 00:00:00,2023-01,3,Tuesday,0
-23.2,0.0,0.0,1.03,1,7.2,Mainly Clear,2023-01-03 01:00:00,2023-01,3,Tuesday,1
-24.3,0.0,0.0,1.03,1,7.6,Mainly Clear,2023-01-03 02:00:00,2023-01,3,Tuesday,2
-23.6,0.0,0.0,1.03,3,7.6,Overcast,2023-01-03 03:00:00,2023-01,3,Tuesday,3
-20.1,0.0,0.0,1.03,1,6.6,Mainly Clear,2023-01-03 04:00:00,2023-01,3,Tuesday,4
